name,description,unit,metric_type,gauge,sum,histogram,exponential_histogram,summary,metadata,resource,resource_schema_url,instrumentation_scope,metric_schema_url
process.memory.virtual,Virtual memory size.,By,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225099423"",""value"":0,""exemplars"":[],""attributes"":{},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":null}",null,null,null,{},"{""attributes"":{""process.command"":"""",""os.type"":""linux"",""process.executable.path"":"""",""process.parent_pid"":""2"",""host.name"":""docker-desktop"",""process.executable.name"":""kworker/6:0H-events_highpri"",""process.command_line"":"""",""process.pid"":""58""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225119882"",""value"":0,""exemplars"":[],""attributes"":{""state"":""user""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""process.pid"":""59"",""process.command_line"":"""",""process.parent_pid"":""2"",""host.name"":""docker-desktop"",""process.executable.name"":""rcuog/6"",""process.executable.path"":"""",""process.command"":"""",""os.type"":""linux""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225119882"",""value"":2.43,""exemplars"":[],""attributes"":{""state"":""system""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""host.name"":""docker-desktop"",""process.parent_pid"":""2"",""os.type"":""linux"",""process.executable.name"":""rcuog/6"",""process.pid"":""59"",""process.command_line"":"""",""process.command"":"""",""process.executable.path"":""""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225119882"",""value"":0,""exemplars"":[],""attributes"":{""state"":""wait""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""os.type"":""linux"",""process.command"":"""",""host.name"":""docker-desktop"",""process.pid"":""59"",""process.executable.name"":""rcuog/6"",""process.command_line"":"""",""process.parent_pid"":""2"",""process.executable.path"":""""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.memory.usage,The amount of physical memory in use.,By,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225119882"",""value"":0,""exemplars"":[],""attributes"":{},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":null}",null,null,null,{},"{""attributes"":{""process.command"":"""",""process.command_line"":"""",""process.executable.path"":"""",""process.parent_pid"":""2"",""host.name"":""docker-desktop"",""os.type"":""linux"",""process.executable.name"":""rcuog/6"",""process.pid"":""59""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.memory.virtual,Virtual memory size.,By,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225119882"",""value"":0,""exemplars"":[],""attributes"":{},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":null}",null,null,null,{},"{""attributes"":{""host.name"":""docker-desktop"",""process.command"":"""",""process.executable.name"":""rcuog/6"",""process.command_line"":"""",""process.parent_pid"":""2"",""process.pid"":""59"",""os.type"":""linux"",""process.executable.path"":""""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225140423"",""value"":0,""exemplars"":[],""attributes"":{""state"":""user""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""process.executable.path"":"""",""process.parent_pid"":""2"",""process.command_line"":"""",""host.name"":""docker-desktop"",""process.pid"":""60"",""process.executable.name"":""rcuos/6"",""os.type"":""linux"",""process.command"":""""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225140423"",""value"":0.74,""exemplars"":[],""attributes"":{""state"":""system""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""process.executable.path"":"""",""process.command_line"":"""",""os.type"":""linux"",""host.name"":""docker-desktop"",""process.executable.name"":""rcuos/6"",""process.parent_pid"":""2"",""process.command"":"""",""process.pid"":""60""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225140423"",""value"":0,""exemplars"":[],""attributes"":{""state"":""wait""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""process.executable.name"":""rcuos/6"",""process.command"":"""",""process.pid"":""60"",""process.command_line"":"""",""os.type"":""linux"",""process.executable.path"":"""",""host.name"":""docker-desktop"",""process.parent_pid"":""2""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.memory.virtual,Virtual memory size.,By,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225140423"",""value"":0,""exemplars"":[],""attributes"":{},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":null}",null,null,null,{},"{""attributes"":{""process.executable.path"":"""",""os.type"":""linux"",""process.command_line"":"""",""host.name"":""docker-desktop"",""process.parent_pid"":""2"",""process.executable.name"":""rcuos/6"",""process.command"":"""",""process.pid"":""60""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.memory.usage,The amount of physical memory in use.,By,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225140423"",""value"":0,""exemplars"":[],""attributes"":{},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":null}",null,null,null,{},"{""attributes"":{""process.executable.path"":"""",""os.type"":""linux"",""process.command_line"":"""",""process.parent_pid"":""2"",""process.executable.name"":""rcuos/6"",""host.name"":""docker-desktop"",""process.pid"":""60"",""process.command"":""""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225160173"",""value"":0,""exemplars"":[],""attributes"":{""state"":""user""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""process.executable.path"":"""",""host.name"":""docker-desktop"",""os.type"":""linux"",""process.parent_pid"":""2"",""process.command_line"":"""",""process.command"":"""",""process.executable.name"":""cpuhp/7"",""process.pid"":""61""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225160173"",""value"":0,""exemplars"":[],""attributes"":{""state"":""system""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""process.command_line"":"""",""process.pid"":""61"",""process.parent_pid"":""2"",""process.executable.name"":""cpuhp/7"",""process.executable.path"":"""",""process.command"":"""",""host.name"":""docker-desktop"",""os.type"":""linux""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.memory.usage,The amount of physical memory in use.,By,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225160173"",""value"":0,""exemplars"":[],""attributes"":{},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":null}",null,null,null,{},"{""attributes"":{""process.parent_pid"":""2"",""process.executable.name"":""cpuhp/7"",""process.pid"":""61"",""process.executable.path"":"""",""process.command_line"":"""",""os.type"":""linux"",""host.name"":""docker-desktop"",""process.command"":""""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225160173"",""value"":0,""exemplars"":[],""attributes"":{""state"":""wait""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""process.executable.path"":"""",""process.pid"":""61"",""process.command"":"""",""os.type"":""linux"",""host.name"":""docker-desktop"",""process.parent_pid"":""2"",""process.command_line"":"""",""process.executable.name"":""cpuhp/7""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.memory.virtual,Virtual memory size.,By,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225160173"",""value"":0,""exemplars"":[],""attributes"":{},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":null}",null,null,null,{},"{""attributes"":{""process.command"":"""",""os.type"":""linux"",""process.executable.path"":"""",""process.executable.name"":""cpuhp/7"",""host.name"":""docker-desktop"",""process.pid"":""61"",""process.command_line"":"""",""process.parent_pid"":""2""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225181257"",""value"":0,""exemplars"":[],""attributes"":{""state"":""user""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""os.type"":""linux"",""process.command"":"""",""process.parent_pid"":""2"",""process.command_line"":"""",""host.name"":""docker-desktop"",""process.executable.path"":"""",""process.executable.name"":""migration/7"",""process.pid"":""62""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225181257"",""value"":0,""exemplars"":[],""attributes"":{""state"":""wait""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""process.command"":"""",""host.name"":""docker-desktop"",""os.type"":""linux"",""process.pid"":""62"",""process.executable.name"":""migration/7"",""process.command_line"":"""",""process.parent_pid"":""2"",""process.executable.path"":""""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225181257"",""value"":0.04,""exemplars"":[],""attributes"":{""state"":""system""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""process.pid"":""62"",""host.name"":""docker-desktop"",""process.executable.path"":"""",""os.type"":""linux"",""process.parent_pid"":""2"",""process.command"":"""",""process.command_line"":"""",""process.executable.name"":""migration/7""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.memory.usage,The amount of physical memory in use.,By,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225181257"",""value"":0,""exemplars"":[],""attributes"":{},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":null}",null,null,null,{},"{""attributes"":{""process.command_line"":"""",""process.pid"":""62"",""process.executable.name"":""migration/7"",""host.name"":""docker-desktop"",""process.parent_pid"":""2"",""process.command"":"""",""os.type"":""linux"",""process.executable.path"":""""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.memory.virtual,Virtual memory size.,By,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225181257"",""value"":0,""exemplars"":[],""attributes"":{},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":null}",null,null,null,{},"{""attributes"":{""process.executable.name"":""migration/7"",""process.command"":"""",""process.pid"":""62"",""host.name"":""docker-desktop"",""process.executable.path"":"""",""os.type"":""linux"",""process.parent_pid"":""2"",""process.command_line"":""""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225200173"",""value"":0,""exemplars"":[],""attributes"":{""state"":""user""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""process.executable.name"":""ksoftirqd/7"",""host.name"":""docker-desktop"",""process.command_line"":"""",""process.executable.path"":"""",""process.parent_pid"":""2"",""process.command"":"""",""os.type"":""linux"",""process.pid"":""63""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225200173"",""value"":0.01,""exemplars"":[],""attributes"":{""state"":""system""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""process.parent_pid"":""2"",""host.name"":""docker-desktop"",""process.command"":"""",""process.pid"":""63"",""process.executable.name"":""ksoftirqd/7"",""process.executable.path"":"""",""os.type"":""linux"",""process.command_line"":""""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.memory.usage,The amount of physical memory in use.,By,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225200173"",""value"":0,""exemplars"":[],""attributes"":{},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":null}",null,null,null,{},"{""attributes"":{""process.executable.path"":"""",""process.executable.name"":""ksoftirqd/7"",""process.command_line"":"""",""host.name"":""docker-desktop"",""process.command"":"""",""process.pid"":""63"",""os.type"":""linux"",""process.parent_pid"":""2""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225200173"",""value"":0,""exemplars"":[],""attributes"":{""state"":""wait""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""process.executable.path"":"""",""process.pid"":""63"",""process.parent_pid"":""2"",""process.command"":"""",""process.executable.name"":""ksoftirqd/7"",""os.type"":""linux"",""process.command_line"":"""",""host.name"":""docker-desktop""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.memory.virtual,Virtual memory size.,By,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225200173"",""value"":0,""exemplars"":[],""attributes"":{},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":null}",null,null,null,{},"{""attributes"":{""process.command"":"""",""os.type"":""linux"",""process.pid"":""63"",""host.name"":""docker-desktop"",""process.parent_pid"":""2"",""process.executable.name"":""ksoftirqd/7"",""process.executable.path"":"""",""process.command_line"":""""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225218382"",""value"":0,""exemplars"":[],""attributes"":{""state"":""user""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""os.type"":""linux"",""process.executable.path"":"""",""process.parent_pid"":""2"",""process.command_line"":"""",""host.name"":""docker-desktop"",""process.command"":"""",""process.executable.name"":""kworker/7:0-virtio_vsock"",""process.pid"":""64""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225218382"",""value"":0.21,""exemplars"":[],""attributes"":{""state"":""system""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""process.parent_pid"":""2"",""process.executable.name"":""kworker/7:0-virtio_vsock"",""process.command"":"""",""process.pid"":""64"",""os.type"":""linux"",""process.command_line"":"""",""process.executable.path"":"""",""host.name"":""docker-desktop""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225218382"",""value"":0,""exemplars"":[],""attributes"":{""state"":""wait""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""process.pid"":""64"",""process.command_line"":"""",""process.executable.path"":"""",""os.type"":""linux"",""process.command"":"""",""host.name"":""docker-desktop"",""process.executable.name"":""kworker/7:0-virtio_vsock"",""process.parent_pid"":""2""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.memory.usage,The amount of physical memory in use.,By,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225218382"",""value"":0,""exemplars"":[],""attributes"":{},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":null}",null,null,null,{},"{""attributes"":{""process.executable.name"":""kworker/7:0-virtio_vsock"",""process.parent_pid"":""2"",""process.command_line"":"""",""process.command"":"""",""host.name"":""docker-desktop"",""os.type"":""linux"",""process.executable.path"":"""",""process.pid"":""64""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.memory.virtual,Virtual memory size.,By,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225218382"",""value"":0,""exemplars"":[],""attributes"":{},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":null}",null,null,null,{},"{""attributes"":{""process.executable.name"":""kworker/7:0-virtio_vsock"",""process.command_line"":"""",""host.name"":""docker-desktop"",""os.type"":""linux"",""process.parent_pid"":""2"",""process.command"":"""",""process.pid"":""64"",""process.executable.path"":""""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225237340"",""value"":0,""exemplars"":[],""attributes"":{""state"":""user""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""process.command"":"""",""process.pid"":""65"",""os.type"":""linux"",""process.executable.name"":""kworker/7:0H-events_highpri"",""process.command_line"":"""",""process.parent_pid"":""2"",""process.executable.path"":"""",""host.name"":""docker-desktop""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225237340"",""value"":0,""exemplars"":[],""attributes"":{""state"":""system""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""process.pid"":""65"",""process.command_line"":"""",""process.command"":"""",""host.name"":""docker-desktop"",""process.executable.name"":""kworker/7:0H-events_highpri"",""process.parent_pid"":""2"",""process.executable.path"":"""",""os.type"":""linux""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.cpu.time,Total CPU seconds broken down by different states.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225237340"",""value"":0,""exemplars"":[],""attributes"":{""state"":""wait""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""process.command"":"""",""process.parent_pid"":""2"",""process.executable.path"":"""",""process.command_line"":"""",""process.executable.name"":""kworker/7:0H-events_highpri"",""host.name"":""docker-desktop"",""process.pid"":""65"",""os.type"":""linux""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
process.memory.virtual,Virtual memory size.,By,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850225237340"",""value"":0,""exemplars"":[],""attributes"":{},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":null}",null,null,null,{},"{""attributes"":{""process.executable.name"":""kworker/7:0H-events_highpri"",""process.command_line"":"""",""process.parent_pid"":""2"",""os.type"":""linux"",""host.name"":""docker-desktop"",""process.pid"":""65"",""process.command"":"""",""process.executable.path"":""""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/processscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
