name,description,unit,metric_type,gauge,sum,histogram,exponential_histogram,summary,metadata,resource,resource_schema_url,instrumentation_scope,metric_schema_url
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":29.86,""exemplars"":[],""attributes"":{""cpu"":""cpu5"",""state"":""system""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""host.name"":""docker-desktop"",""os.type"":""linux""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":95.23,""exemplars"":[],""attributes"":{""state"":""user"",""cpu"":""cpu5""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""os.type"":""linux"",""host.name"":""docker-desktop""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":0,""exemplars"":[],""attributes"":{""cpu"":""cpu5"",""state"":""interrupt""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""os.type"":""linux"",""host.name"":""docker-desktop""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":2072.77,""exemplars"":[],""attributes"":{""state"":""idle"",""cpu"":""cpu5""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""host.name"":""docker-desktop"",""os.type"":""linux""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":0,""exemplars"":[],""attributes"":{""cpu"":""cpu5"",""state"":""steal""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""host.name"":""docker-desktop"",""os.type"":""linux""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":10.35,""exemplars"":[],""attributes"":{""state"":""wait"",""cpu"":""cpu5""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""os.type"":""linux"",""host.name"":""docker-desktop""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":80,""exemplars"":[],""attributes"":{""state"":""user"",""cpu"":""cpu6""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""host.name"":""docker-desktop"",""os.type"":""linux""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":0,""exemplars"":[],""attributes"":{""cpu"":""cpu1"",""state"":""steal""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""host.name"":""docker-desktop"",""os.type"":""linux""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":29.48,""exemplars"":[],""attributes"":{""cpu"":""cpu6"",""state"":""system""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""os.type"":""linux"",""host.name"":""docker-desktop""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":2088.18,""exemplars"":[],""attributes"":{""cpu"":""cpu6"",""state"":""idle""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""host.name"":""docker-desktop"",""os.type"":""linux""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":1.7,""exemplars"":[],""attributes"":{""cpu"":""cpu6"",""state"":""nice""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""host.name"":""docker-desktop"",""os.type"":""linux""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":1.39,""exemplars"":[],""attributes"":{""cpu"":""cpu6"",""state"":""softirq""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""host.name"":""docker-desktop"",""os.type"":""linux""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":9.63,""exemplars"":[],""attributes"":{""cpu"":""cpu6"",""state"":""wait""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""host.name"":""docker-desktop"",""os.type"":""linux""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":0,""exemplars"":[],""attributes"":{""cpu"":""cpu6"",""state"":""steal""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""os.type"":""linux"",""host.name"":""docker-desktop""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":88.81,""exemplars"":[],""attributes"":{""cpu"":""cpu7"",""state"":""user""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""os.type"":""linux"",""host.name"":""docker-desktop""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":29.31,""exemplars"":[],""attributes"":{""cpu"":""cpu7"",""state"":""system""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""os.type"":""linux"",""host.name"":""docker-desktop""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":2080.65,""exemplars"":[],""attributes"":{""cpu"":""cpu7"",""state"":""idle""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""host.name"":""docker-desktop"",""os.type"":""linux""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":0,""exemplars"":[],""attributes"":{""cpu"":""cpu7"",""state"":""interrupt""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""os.type"":""linux"",""host.name"":""docker-desktop""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":1.84,""exemplars"":[],""attributes"":{""state"":""softirq"",""cpu"":""cpu5""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""host.name"":""docker-desktop"",""os.type"":""linux""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":1.88,""exemplars"":[],""attributes"":{""cpu"":""cpu7"",""state"":""nice""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""os.type"":""linux"",""host.name"":""docker-desktop""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":1.15,""exemplars"":[],""attributes"":{""state"":""softirq"",""cpu"":""cpu7""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""host.name"":""docker-desktop"",""os.type"":""linux""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":0,""exemplars"":[],""attributes"":{""cpu"":""cpu6"",""state"":""interrupt""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""host.name"":""docker-desktop"",""os.type"":""linux""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":9.08,""exemplars"":[],""attributes"":{""cpu"":""cpu7"",""state"":""wait""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""host.name"":""docker-desktop"",""os.type"":""linux""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":82.25,""exemplars"":[],""attributes"":{""state"":""user"",""cpu"":""cpu8""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""host.name"":""docker-desktop"",""os.type"":""linux""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":0,""exemplars"":[],""attributes"":{""cpu"":""cpu7"",""state"":""steal""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""host.name"":""docker-desktop"",""os.type"":""linux""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":2087.4,""exemplars"":[],""attributes"":{""state"":""idle"",""cpu"":""cpu8""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""os.type"":""linux"",""host.name"":""docker-desktop""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":28.89,""exemplars"":[],""attributes"":{""cpu"":""cpu8"",""state"":""system""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""os.type"":""linux"",""host.name"":""docker-desktop""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":0,""exemplars"":[],""attributes"":{""state"":""interrupt"",""cpu"":""cpu8""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""host.name"":""docker-desktop"",""os.type"":""linux""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":1.77,""exemplars"":[],""attributes"":{""state"":""nice"",""cpu"":""cpu8""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""host.name"":""docker-desktop"",""os.type"":""linux""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":0.97,""exemplars"":[],""attributes"":{""cpu"":""cpu8"",""state"":""softirq""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""host.name"":""docker-desktop"",""os.type"":""linux""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":0,""exemplars"":[],""attributes"":{""cpu"":""cpu8"",""state"":""steal""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""host.name"":""docker-desktop"",""os.type"":""linux""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":9.65,""exemplars"":[],""attributes"":{""cpu"":""cpu8"",""state"":""wait""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""os.type"":""linux"",""host.name"":""docker-desktop""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":94.73,""exemplars"":[],""attributes"":{""state"":""user"",""cpu"":""cpu9""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""os.type"":""linux"",""host.name"":""docker-desktop""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":2075.29,""exemplars"":[],""attributes"":{""cpu"":""cpu9"",""state"":""idle""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""os.type"":""linux"",""host.name"":""docker-desktop""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":0,""exemplars"":[],""attributes"":{""cpu"":""cpu9"",""state"":""interrupt""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""host.name"":""docker-desktop"",""os.type"":""linux""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":0.83,""exemplars"":[],""attributes"":{""cpu"":""cpu9"",""state"":""softirq""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""host.name"":""docker-desktop"",""os.type"":""linux""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":1.99,""exemplars"":[],""attributes"":{""cpu"":""cpu9"",""state"":""nice""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""os.type"":""linux"",""host.name"":""docker-desktop""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":0,""exemplars"":[],""attributes"":{""cpu"":""cpu9"",""state"":""steal""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""os.type"":""linux"",""host.name"":""docker-desktop""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.time,Total seconds each logical CPU spent on each mode.,s,sum,null,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181547757"",""value"":9.07,""exemplars"":[],""attributes"":{""cpu"":""cpu9"",""state"":""wait""},""flags"":null,""aggregation_temporality"":""CUMULATIVE"",""is_monotonic"":true}",null,null,null,{},"{""attributes"":{""os.type"":""linux"",""host.name"":""docker-desktop""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/cpuscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
system.cpu.load_average.15m,Average CPU Load over 15 minutes.,{thread},gauge,"{""start_time_unix_nano"":""1761342614000000000"",""time_unix_nano"":""1761344850181659507"",""value"":4.83,""exemplars"":[],""attributes"":{},""flags"":null}",null,null,null,null,{},"{""attributes"":{""host.name"":""docker-desktop"",""os.type"":""linux""},""dropped_attributes_count"":null}",https://opentelemetry.io/schemas/1.9.0,"{""name"":""github.com/open-telemetry/opentelemetry-collector-contrib/receiver/hostmetricsreceiver/internal/scraper/loadscraper"",""version"":""0.133.0"",""attributes"":{},""dropped_attributes_count"":null}",null
